lote,veredicto,motivo,institucion,dominio_responde,dominio_real,nombre_real,nombre_coincide,url_programas,cantidad,niveles,tipo,alerta
17,corregir,nombre distinto al real,Sarina Russo,si,sarinarusso.com.au,"The Sarina Russo Group - Employment, Education & Training",parcial,https://sarinarusso.com.au/training-education/vocational-training/find-a-course/,?,"Ingles general/academico, VET, higher education",grupo,"DOMINIO DE GRUPO, no de la escuela: SRG es sobre todo servicios de empleo. Las entidades educativas son Sarina Russo Institute (SRI) y Russo Business School, y el sitio ademas hospeda a James Cook University Brisbane. WebFetch da 403; con UA de Chrome responde 200 (no esta caido). Ficha sin category"
17,inservible,duplicado de otra ficha,BLI,si,bli.ca,BLI - BLI Canada (escuela de idiomas),parcial,https://bli.ca/es/programas-de-idiomas/,~15,"Idiomas EN/FR, preparacion de examenes, business, camps, pathway",institucion,"`puede_vender` trae ""Idiomas"" duplicado dos veces. Sedes reales Montreal y Quebec City (Canada) + Ciudad de Mexico; la ficha marca ""Montreal, Quebec"" como una sola ciudad"
17,observacion,"`puede_vender` incluye ""Idiomas"" y el sitio NO ofrece cursos de ingles -> inconsistente. Oferta muy chica (3 areas) y de",Unity College Australia,si,unity.edu.au,Unity College Australia,si,https://unity.edu.au/courses/,3 areas,"Cert/Diploma en Business Management, Leadership in Early Childhood Education, Christian Ministry & Theology",institucion,"`puede_vender` incluye ""Idiomas"" y el sitio NO ofrece cursos de ingles -> inconsistente. Oferta muy chica (3 areas) y de perfil cristiano/ministerial; un solo campus (Belconnen, ACT) + ""partner campuses"" sin detalle. ""Todos los programas"" sobredimensiona lo que hay"
17,ok,-,De Montfort University,si,dmu.ac.uk,De Montfort University,si,https://www.dmu.ac.uk/Study/Courses/Courses.aspx,~300,"Pregrado, postgrado, Foundation, distance learning, apprenticeships",institucion,-
17,corregir,nombre distinto al real,ICMP ( The institute),si,icmp.ac.uk,"The Institute of Contemporary Music Performance (ICMP Management Ltd, reg. 04780788)",parcial,https://www.icmp.ac.uk/study-at-icmp/find-a-course,20+,"Cursos cortos, Cert HE, BA (3 anos), MA",institucion,"Nombre de la ficha truncado/ambiguo (""ICMP ( The institute)""). La ficha dice Londres pero opera tambien Liverpool, Leeds y Glasgow. Pertenece a AD Education UK (grupo), aunque el dominio si es de la escuela. `puede_vender` ""Todos los programas"" en una escuela solo de musica"
18,corregir,nombre distinto al real,Taylors College Sydney,si,www.taylorssydney.edu.au,Navitas Australia Pty Limited (CRICOS 01682E) trading as Taylors College,parcial,https://www.taylorssydney.edu.au/programs/,2,Foundation / preparacion pre-universitaria,institucion (pathway college de Navitas),"el sitio NUNCA se llama ""Taylors College Sydney"": dice ""Taylors College"" operado por Navitas · SOLO 2 programas (University of Sydney Foundation Program + High Achievers Preparation Program), ambos pathway exclusivo a University of Sydney · NO hay ELICOS ni high school · tipo_adivinado ""curso_corto"" es incorrecto · category null, ciudad null y puede_vender VACIO"
18,inservible,el dominio es de otra institución,University of Massachusetts Amherst,si,www.umass.intostudy.com es el dominio de INTO · el propio de la universidad es umass.edu,"INTO University Partnerships Ltd and IUP 2 LLP (la universidad se nombra ""University of Massachusetts Amherst"")",no,https://www.umass.intostudy.com/en/degrees,"16+ graduate, agrupados en 4 colleges","Solo graduate direct entry (Engineering, Isenberg, Natural Sciences, Social & Behavioral Sciences)",red / grupo paraguas (pathway provider),"FICHA FANTASMA: el dominio es del holding INTO, no de UMass · ADEMAS los links internos de /degrees y /search apuntan a umass.intoglobal.dev — dominio de STAGING: un scraper que siga links SALE del sitio de produccion · tipo_adivinado dice ""pregrado"" pero aqui solo hay graduate · puede_vender trae ""Graduate Degrees"" DUPLICADO"
18,corregir,dominio obsoleto,Chisholm Institute,redirige,"chisholm.edu.au -> https://www.chisholm.edu.au/ (301, agrega www)","Chisholm Institute, se presenta comercialmente como ""Chisholm TAFE"" (RTO 0260 · CRICOS 00881F · TEQSA PRV12123)",si,https://www.chisholm.edu.au/courses,~20 areas / cientos de cursos,"Cert I-IV, Diploma, Adv Diploma, BACHELOR (via Higher Education College), aprendizajes y cursos cortos",institucion,"ficha con category null, ciudad null y puede_vender VACIO para un TAFE que llega hasta bachelor y posgrado · tipo_adivinado ""curso_corto"" es incorrecto · el catalogo se navega por facetas/career-fields, no es una lista plana"
18,corregir,nombre distinto al real,Kangan Institute,si,www.kangan.edu.au,Bendigo Kangan Institute ABN 74 802 942 886 trading as Kangan Institute (RTO 3077 · CRICOS 01218G),parcial,https://www.kangan.edu.au/courses,~10 departamentos,"Cert III/IV, Diploma, Adv Diploma (VET puro) · SIN bachelor",institucion (marca comercial de Bendigo Kangan Institute),"puede_vender dice ""Todos los programas"" pero NO otorga ningun grado: solo VET · la entidad legal real es Bendigo Kangan Institute, no ""Kangan Institute"" · tipo_adivinado ""curso_corto"""
18,corregir,nombre distinto al real,TAI - Centro universitario de Artes,si,taiarts.com,Escuela Universitaria de Artes TAI (Madrid) · centro adscrito a la Universidad Rey Juan Carlos (URJC),parcial,https://taiarts.com/estudios/,~30 (6 grados + 20+ masteres + diplomaturas),"Grado universitario (via URJC), Master, Diplomatura propia",institucion (centro universitario adscrito),"puede_vender dice ""Vocacionales (cert, Dip, Adv Dip)"" — categorias del sistema AUSTRALIANO aplicadas a un centro universitario espanol que otorga GRADOS via URJC · category ""College Privado"" y tipo_adivinado ""curso_corto"" tambien erroneos · typo ""cert"" en minuscula"
18,inservible,el dominio es de otra institución,Southern Illinois Universiy,si,www.siu.intostudy.com es el dominio de INTO · el propio de la universidad es siu.edu,"INTO University Partnerships Ltd and IUP 2 LLP (la universidad se nombra ""Southern Illinois University"")",no,https://www.siu.intostudy.com/en/degrees,"""150+ undergraduate y 70+ graduate"" segun el sitio","Undergraduate, Master, Doctoral",red / grupo paraguas (pathway provider),"FICHA FANTASMA: el dominio es del holding INTO, no de SIU · TYPO en el nombre de la ficha (""Universiy"") · los links internos apuntan a siu.intoglobal.dev (STAGING), igual que UMass · el catalogo es un BUSCADOR con facetas (facet-StudyLevel), no lista enumerable · los 150+/70+ son de SIU ENTERA, no lo vendible via el pathway INTO"
18,inservible,dominio muerto,Institut Europeen de Francais,no,institut-europeen.es NO EXISTE (NXDOMAIN en 8.8.8.8 y 1.1.1.1) · el dominio real institut-europeen.com redirige 301 a https://lsf-france.com/,"KLF Montpellier (LSF) · ""IEF"" solo sobrevive en PDFs internos (KLF-2023-LSF-IEF-INTERNAL-RULES.pdf)",no,https://lsf-france.com/french-courses/,~10-15,"Idiomas (frances) general/intensivo, university pathway, business, formacion de docentes, Bildungsurlaub",institucion (absorbida por LSF/KLF),"DOMINIO MUERTO + MARCA ABSORBIDA: el TLD .es es imposible para una escuela en Montpellier (contaminacion o typo de .com) · la marca ""Institut Europeen de Francais"" YA NO opera con sitio propio, quedo dentro de LSF/KLF Montpellier · CORREGIR sitio a https://lsf-france.com/"
18,corregir,nombre distinto al real,English Language Centre ELC,si,elc.edu,English Language Center (ELC),parcial,https://elc.edu/english-courses/,2 familias de programa · 12 niveles de ingles,SOLO idiomas (ingles): Adult Summer Campus + Summer Junior,institucion,"puede_vender ""Todos los programas"" es FALSO: no hay ni un grado ni un vocacional, solo cursos de ingles · la ficha dice ciudad ""California"" pero opera Los Angeles (UCLA) + Santa Barbara (UCSB) + BOSTON (Massachusetts) · el sitio escribe ""Center"" (US), la ficha ""Centre"" · la oferta visible es fuertemente ESTACIONAL (todo rotulado ""Summer""), ojo al extraer fuera de temporada"
18,observacion,"aparecen referencias a ""Green Education Group"" en los portales de curso — posible grupo propietario que la ficha NO regi",Shafston International College,si,"shafston.edu (http -> https, mismo host)",Shafston International College,si,https://shafston.edu/course/,~15-20,"ELICOS (General English, Cambridge, IELTS), Cert III/IV, Diploma, Adv Diploma, junior / high school prep",institucion,"aparecen referencias a ""Green Education Group"" en los portales de curso — posible grupo propietario que la ficha NO registra (partner_group null) · category null, ciudad null y puede_vender VACIO pese a tener idiomas + vocacionales + junior · opera Brisbane, Gold Coast y Sydney"
18,corregir,dominio obsoleto,Global College Australasia,redirige,"la ficha guarda ""www.globalcollege.edu.au"" SIN esquema · resuelve a https://globalcollege.edu.au/ (cae el www)",Global College Australasia (RTO 45088 · CRICOS 03564F),si,"NO tiene pagina unica de catalogo · menu ""Programs"" en https://globalcollege.edu.au/",~12,"Cert III/IV, Diploma, Adv Diploma, Post-Graduate (VET), ELICOS",institucion,el campo `sitio` viene SIN protocolo (http/https) — rompe cualquier fetcher que no lo normalice · esta en Perth WA (2 campus en East Perth) y la ficha tiene ciudad null · category null y puede_vender VACIO · catalogo NO enumerable: solo paginas sueltas por programa colgadas del menu
18,inservible,duplicado de otra ficha,BWS - Germanlingua,si,"www.bws-germanlingua.de (http -> https, mismo host)",BWS Germanlingua · Sprachschule / Language School,si,"NO hay pagina unica · una por ciudad: /language-school-munich/, /language-school-berlin/, /language-school-cologne/",?,Idiomas (aleman) + preparacion universitaria + formacion vocacional,institucion,"CATALOGO NO ENUMERABLE desde un solo sitio: la oferta esta partida en 3 paginas por ciudad (Munich, Berlin, Colonia) — la extraccion debe recorrer las 3 o traera un tercio · puede_vender trae ""Idiomas"" DUPLICADO"
18,inservible,duplicado de otra ficha,Universal English,si,"www.universalenglish.edu.au (http -> https, mismo host)",Universal English Pty Ltd (CRICOS 03750D · ABN 79 622 109 200),si,https://www.universalenglish.edu.au/courses,~9-10,"Idiomas (General English, ACE, EAP/IELTS, Cambridge FCE/CAE), junior camps, 1 vocacional (Master Barista), pathway",institucion,"partner_group DESACTUALIZADO: la ficha dice ""Universal Learning Group"" pero desde julio 2024 pertenece al OXFORD INTERNATIONAL EDUCATION GROUP · puede_vender trae ""Idiomas"" DUPLICADO y omite el vocacional y los junior camps · el grupo tambien opera Universal Higher Education (bachelors en IT y Film), entidad DISTINTA que no debe mezclarse en esta ficha"
18,inservible,dominio muerto,SERO Institute,no,"seroinstitute.com NO RESUELVE (SERVFAIL en 8.8.8.8 y en 1.1.1.1 · delegacion DNS rota, ni siquiera devuelve NS) · el real es seroinstitute.com.au (200)",Brisbane Career College Pty Ltd T/A Sero Institute (RTO 32303 · ABN 96 143 846 093),si,https://seroinstitute.com.au/courses/,~30+,"Cert I-IV, Diploma, Adv Diploma (VET) · sin idiomas ni grados",institucion,"DOMINIO EQUIVOCADO: le falta el `.au`, y ademas viene SIN protocolo · CORREGIR sitio a https://seroinstitute.com.au/ · category null, ciudad null y puede_vender VACIO para un RTO con 30+ cualificaciones · opera Brisbane, Gold Coast y Perth"
18,inservible,el dominio es de otra institución,Loyola University New Orleans,si,www.loyno.edu,Loyola University New Orleans,si,https://www.loyno.edu/academics/programs-degrees,60+ majors y minors,"Bachelor, Master, Doctoral y Derecho (JD)",institucion,"partner_group ""Wellspring"" NO aparece en ningun lado del sitio oficial — no verificable desde el dominio, confirmarlo por contrato · puede_vender repite lo MISMO dos veces con distinta redaccion (""Pregrado & Postgrado"" / ""Pregrado + Posgrado"")"
18,revisar_a_mano,catálogo no enumerable,Canberra Business And Technology College,si,cbtc.edu.au,Canberra Business and Technology College (CBTC),si,https://cbtc.edu.au/Home.html (home internacional) · NO publica pagina de catalogo,"? (la home muestra solo 3 cursos de ejemplo: HR Management, Business Studies, Commercial Cookery)","Certificate -> Diploma -> Advanced Diploma (declarado, sin listado)",institucion,"la RAIZ cbtc.edu.au es solo un SPLASH de 3 KB con 2 botones (Domestic -> domestic.cbtc.edu.au · International -> /Home.html): un fetcher que lea la raiz NO ve absolutamente nada del college · sitio SIN HTTPS (sirve por http y no redirige; TLS ausente) · NO publica numeros RTO/CRICOS visibles ni lista de cursos · puede_vender ""Todos los programas"" NO verificable desde el sitio"
18,inservible,el dominio es de otra institución,Wilfrid Laurier University,si,wlu.ca,Wilfrid Laurier University,si,https://www.wlu.ca/programs/index.html,100+ programas de grado + opciones y minors,"Bachelor, Master, PhD, certificados y diplomas de posgrado",institucion,"puede_vender promete ""Idiomas"" y ""Foundation & Pre master"" que NO aparecen en el buscador de programas del sitio — verificar antes de vender pathway · la ficha lista campus ""Toronto, Brantford, Waterloo"" pero el sitio nombra Waterloo, Brantford, Milton, Kitchener y Toronto (este ULTIMO solo MBA) · tipo_adivinado ""vacacional"" para una universidad completa · el catalogo es un BUSCADOR dinamico con filtros, no lista plana"
19,observacion,"RTO 40520 / CRICOS 03251A · puede_vender dice solo ""Vocacionales"" pero mas de la mitad del catalogo es ELICOS: falta ""Id",Cairns College of English & Business - CCEB,si,cceb.qld.edu.au,Cairns College of English and Business,si,https://cceb.qld.edu.au/courses/,~25-30,"ELICOS (General, Academic, IELTS, Cambridge) + VET Cert III a Advanced Diploma",institucion,"RTO 40520 / CRICOS 03251A · puede_vender dice solo ""Vocacionales"" pero mas de la mitad del catalogo es ELICOS: falta ""Idiomas"" en la ficha"
19,inservible,el dominio es de otra institución,John Paul College,si,www.jpic.com.au,John Paul International College (JPIC),parcial,? (SharePoint con navegacion por JS · sin pagina de programas enumerable en el HTML),pocos · ingles intensivo para primaria y secundaria + study tours,Idiomas / ELICOS para escolares,institucion (brazo internacional de John Paul College),"FICHA FANTASMA PARCIAL: el dominio NO es el del colegio. John Paul College vive en jpc.qld.edu.au (responde 200); jpic.com.au es el John Paul INTERNATIONAL College, su brazo ELICOS · catalogo NO enumerable (SharePoint, nav por JS, /Pages/Programs.aspx da 404) · ficha con ciudad null, category null y puede_vender vacio"
19,corregir,nombre distinto al real,Lancaster University,si,www.lancasterleipzig.de,"Lancaster University Leipzig · branch campus de Lancaster University (UK), operado por Navitas",parcial,https://www.lancasterleipzig.de/study/undergraduate/courses/ y /study/postgraduate/courses/,~15,"Foundation, Pre-Master's, Bachelor, Master",institucion (campus operado por Navitas),"la ficha dice ""Lancaster University"" a secas: esto NO es lancaster.ac.uk sino el campus de Leipzig, con catalogo propio y mucho mas pequeño · ""Todos los programas"" es falso (no hay PhD ni idiomas) · riesgo de que la extraccion venda programas de la UK que aqui no existen"
